user_name,account_type,state,party,office,first_name,last_name,middle_name,suffix
KWeppner,campaign,NY,r,House Candidate,Kathleen,Weppner,"",""
jd_odonnell,campaign,NY,d,House Candidate,James,O'Donnell,"",""
donnamcaleer,campaign,UT,d,House Candidate,Donna,McAleer,"",""
Robles4Congress,campaign,UT,d,House Candidate,Luz,Robles,"",""
votedougowens,campaign,UT,d,House Candidate,Doug,Owens,"",""
JoeD4OK,campaign,OK,d,Gubernatorial Candidate,Joe,Dorman,"",""
ColeForCongress,campaign,OK,r,House Representative,Tom,Cole,"",""
guild4congress,campaign,OK,d,House Candidate,Tom,Guild,"",""
SteveRussellOK,campaign,OK,r,House Representative,Steve,Russell,"",""
PatriceForOK,campaign,OK,r,House Candidate,Patrice,Douglas,"",""
AlMcAffrey,campaign,OK,d,House Candidate,Al,McAffrey,"",""
RyanZinke,campaign,MT,r,House Representative,Ryan,Zinke,"",""
portmanpress,official,OH,r,Senator,Rob,Portman,"",""
EdwinWEdwards,campaign,LA,d,House Candidate,Edwin,Edwards,W,""
JoniForIowa,campaign,IA,r,Senator,Joni,Ernst,"",""
ReynoldsGregg,campaign,IA,r,Governor,Terry,Branstad,E.,""
millermeeks,campaign,IA,r,House Candidate,Mariannette,Miller-Meeks,"",""
YoungForIowa,campaign,IA,r,House Representative,David,Young,"",""
StewartMillsMN,campaign,MN,r,House Candidate,Stewart,Mills,,
trustintom,campaign,SC,i,Gubernatorial Candidate,Tom,Ervin,"",""
Kocher4Senate,campaign,SC,i,Senate Candidate,Victor,Kocher,"",""
adams4SC5,campaign,SC,d,House Candidate,Tom,Adams,"",""
palmer4alabama,campaign,AL,r,House Representative,Gary,Palmer,"",""
JoshForUSHouse,campaign,NC,d,House Candidate,Joshua,Brannon,"",""
Brian4Georgia,campaign,GA,d,House Candidate,Brian,Reese,"",""
RepBeatty,official,OH,d,House Representative,Joyce,Beatty,"",""
KReed4Congress,campaign,WV,r,House Candidate,Ken,Reed,"",""
PaulDavisKS,campaign,KS,d,Gubernatorial Candidate,Paul,Davis,"",""
SupportSherow,campaign,KS,d,House Candidate,James,Sherow,"",""
MargieforKS,campaign,KS,d,House Candidate,Margie,Wakefield,"",""
KultalaForKS,campaign,KS,d,House Candidate,Kelly,Kultala,"",""
MarkSchauer,campaign,MI,d,Gubernatorial Candidate,Mark,Schauer,"",""
JohnMoolenaar,campaign,MI,r,House Representative,John,Moolenaar,"",""
RealTruePatriot,campaign,MI,r,House Candidate,Allen,Hardwick,D.,""
Clem4Congress,campaign,MI,d,House Candidate,Paul,Clements,"",""
MikeBishopMI,campaign,MI,r,House Representative,Mike,Bishop,"",""
EricSchertzing,campaign,MI,d,House Candidate,Eric,Schertzing,"",""
Brikho2014,campaign,MI,r,House Candidate,George,Brikho,"",""
Bobby_McKenzie,campaign,MI,d,House Candidate,Bobby,McKenzie,"",""
TerryBowman4US,campaign,MI,r,House Candidate,Terry,Bowman,"",""
BrendaLLawrence,campaign,MI,d,House Representative,Brenda,Lawrence,"",""
Lieber4Congress,campaign,MO,d,House Candidate,Arthur,Lieber,"",""
LuetkemeyerB,campaign,MO,r,House Representative,Blaine,Luetkemeyer,"",""
JacobTurk,campaign,MO,r,House Candidate,Jacob,Turk,"",""
teamdavidige,campaign,HI,d,Governor,David,Ige,"",""
DukeAiona2014,campaign,HI,r,Gubernatorial Candidate,Duke,Aiona,"",""
MarkTakai,campaign,HI,d,House Representative,Mark,Takai,"",""
Djou4Hawaii,campaign,HI,r,House Candidate,Charles,Djou,"",""
Debicella,campaign,CT,r,House Candidate,Dan,Debicella,"",""
JimHagedornMN,campaign,MN,r,House Candidate,Jim,Hagedornmn,"",""
SharonSundMN,campaign,MN,d,House Candidate,Sharon,Sund,"",""
sharna4us,campaign,MN,r,House Candidate,Sharna,Wahlgren,"",""
DaggettCongress,campaign,MN,r,House Candidate,Doug,Daggett,"",""
TorreyWestrom,campaign,MN,r,House Candidate,Torrey,Westrom,"",""
Burke4WI,campaign,WI,d,Gubernatorial Candidate,Mary,Burke,"",""
KurtzCongress,campaign,WI,r,House Candidate,Tony,Kurtz,"",""
DanSebring,campaign,WI,r,House Candidate,Dan,Sebring,"",""
Rockwood4WI,campaign,WI,d,House Candidate,Chris,Rockwood,"",""
harris4wi,campaign,WI,d,House Candidate,Mark,Harris,"",""
ByronMallott,campaign,AK,d,Gubernatorial Candidate,Byron,Mallott,"",""
runwithcharlie,campaign,WY,d,Senate Candidate,Charlie,Hardy,"",""
gosar4gov,campaign,WY,d,Gubernatorial Candidate,Pete,Gosar,"",""
claudiatenney,campaign,NY,r,House Representative,Claudia,Tenney,,
LenarWhitney,campaign,LA,r,House Candidate,Lenar,Whitney,"",""
SessionsforTX32,campaign,TX,r,House Representative,Pete,Sessions,"",""
CarlyFiorina,campaign,VA,r,Presidential Candidate,Carly,Fiorina,"",""
SaucedoMercer,campaign,AZ,r,House Candidate,Gabby,Saucedo Mercer,"",""
mikelweisser,campaign,AZ,d,House Candidate,Mike,Weisser,"",""
woods4congress,campaign,AZ,d,House Candidate,James,Woods,"",""
WheelerCampaign,campaign,FL,d,House Candidate,Marihelen,Wheeler,"",""
GloreathaSmith,campaign,FL,r,House Candidate,Glo,Smith,"",""
DavidCoxFL,campaign,FL,d,House Candidate,David,Cox,"",""
gabeisgreat,campaign,FL,d,House Candidate,Gabriel,Rothblatt,"",""
DaveKoller2014,campaign,FL,d,House Candidate,Dave,Koller,"",""
April4Congress,campaign,FL,d,House Candidate,April,Freeman,"",""
JayBonner_us,campaign,FL,r,House Candidate,Jay,Bonner,"",""
MilneForVT,campaign,VT,r,Gubernatorial Candidate,Scott,Milne,"",""
MarkDonka,campaign,VT,r,House Candidate,Mark,Donka,"",""
ConnieJ4OK,campaign,OK,d,Senate Candidate,Connie,Johnson,"",""
marthacoakley,campaign,MA,d,Gubernatorial Candidate,Martha,Coakley,"",""
SteveGrossmanMA,campaign,MA,d,Gubernatorial Candidate,Steve,Grossman,"",""
CharlieBakerMA,campaign,MA,r,Governor,Charlie,Baker,"",""
markfisher2014,campaign,MA,r,Gubernatorial Candidate,Mark,Fisher,"",""
RepCurtClawson,official,FL,r,House Representative,Curt,Clawson,"",""
Andre4Congress,campaign,IN,d,House Representative,Andre,Carson,"",""
SuzanneBonamici,campaign,OR,d,House Representative,Suzanne,Bonamici,"",""
davidcicilline,campaign,RI,d,House Representative,David,Cicilline,"",""
SusanForSD,campaign,SD,d,Gubernatorial Candidate,Susan,Wismer,"",""
CorinnaforSD,campaign,SD,d,House Candidate,Corinna,Robinson,"",""
Matsui4Congress,campaign,CA,d,House Representative,Doris,Matsui,"",""
teammoulton,official,MA,d,House Representative,Seth,Moulton,"",""
donyoungak,campaign,AK,r,House Representative,Don,Young,"",""
WydenForOregon,campaign,OR,d,Senator,Ron,Wyden,"",""
sethmoulton,campaign,MA,d,House Representative,Seth,Moulton,"",""
GinaRaimondo,campaign,RI,d,Governor,Gina,Raimondo,"",""
ZephyrTeachout,campaign,NY,d,Gubernatorial Candidate,Zephyr,Teachout,"",""
HerrForSenate,campaign,MA,r,Senate Candidate,Brian,Herr,"",""
mikecapuano,campaign,MA,d,House Representative,Mike,Capuano,"",""
johnchapman2014,campaign,MA,r,House Candidate,John,Chapman,"",""
Maggie_Hassan,campaign,NH,d,Senator,Maggie,Hassan,"",""
Walt4NH,campaign,NH,r,Gubernatorial Candidate,Walt,Havenstein,"",""
MarilindaGarcia,campaign,NH,r,House Candidate,Marilinda,Garcia,"",""
fungforgovernor,campaign,RI,r,Gubernatorial Candidate,Allan,Fung,"",""
CormickLynch,campaign,RI,r,House Candidate,Cormick,Lynch,"",""
ReisForCongress,campaign,RI,r,House Candidate,Rhue,Reis,"",""
Griffith2014,campaign,AL,d,Gubernatorial Candidate,Parker,Griffith,"",""
EliotCutler,campaign,ME,i,Gubernatorial Candidate,Eliot,Cutler,"",""
MaryFallin,campaign,OK,r,Governor,Mary,Fallin,"",""
TeamWhitfieldKY,campaign,KY,r,House Representative,Ed,Whitfield,"",""
MacThornberry,campaign,TX,r,House Representative,Mac,Thornberry,"",""
TexansforLamar,campaign,TX,r,House Representative,Lamar,Smith,"",""
ManessforLA,campaign,LA,r,Senate Candidate,Rob,Maness,"",""
JohnSarbanes,official,MD,d,House Representative,John,Sarbanes,"",""
collinpeterson,campaign,MN,d,House Representative,Collin,Peterson,"",""
PastorForAZ,campaign,AZ,d,House Representative,Ed,Pastor,"",""
PascrellforNJ,campaign,NJ,d,House Representative,Bill,Pascrell,"",""
Vance4Louisiana,campaign,LA,r,House Representative,Vance,McAllister,"",""
McCaulforTexas,campaign,TX,r,House Representative,Michael,McCaul,"",""
OrmanForSenate,campaign,KS,i,Senate Candidate,Greg,Orman,"",""
bostforcongress,campaign,IL,r,House Representative,Mike,Bost,"",""
NickTroiano,campaign,PA,i,House Candidate,Nick,Troiano,"",""
GovJayNixon,official,MO,d,Governor,Jay,Nixon,"",""
ElectMikeBishop,campaign,MI,r,House Representative,Mike,Bishop,"",""
DonBacon20166,campaign,NE,r,House Candidate,Don,Bacon,"",""
MarkDeSaulnier,campaign,CA,d,House Representative,Mark,DeSaulnier,"",""
Norma4Congress,campaign,CA,d,House Representative,Norma,Torres,"",""
MimiWaltersCA,campaign,CA,r,House Representative,Mimi,Walters,"",""
BradAshford16,campaign,NE,d,House Representative,Brad,Ashford,"",""
JebBush,campaign,FL,r,Presidential Candidate,Jeb,Bush,"",""
AkGovBillWalker,official,AK,i,Governor,Bill,Walker,"",""
RepWesterman,official,AR,r,House Representative,Bruce,Westerman,"",""
bruce_westerman,campaign,AR,r,House Representative,Bruce,Westerman,"",""
JohnGaramendi,campaign,CA,d,House Representative,John,Garamendi,"",""
Eshoo4Congress,campaign,CA,d,House Representative,Anna,Eshoo,"",""
geauxscalise,campaign,LA,r,House Representative,Steve,Scalise,"",""
Capps4Congress,campaign,CA,d,House Representative,Lois,Capps,"",""
JuliaBrownley26,official,CA,d,House Representative,Julia,Brownley,"",""
XavierBecerra,campaign,CA,d,House Representative,Xavier,Becerra,"",""
RepMimiWalters,official,CA,r,House Representative,Mimi,Walters,"",""
RepGwenGraham,official,FL,d,House Representative,Gwen,Graham,"",""
Rosa_DeLauro,campaign,CT,d,House Representative,Rosa,DeLauro,"",""
alcee4congress,campaign,FL,d,House Representative,Alcee,Hastings,"",""
sendavidperdue,official,GA,r,Senator,David,Perdue,"",""
enziforwyo,campaign,WY,r,Senator,Mike,Enzi,"",""
SenSasse,official,NE,r,Senator,Ben,Sasse,"",""
jeffsessions,campaign,AL,r,Senator,Jeff,Sessions,"",""
ScottForGA,campaign,GA,r,House Representative,Austin,Scott,"",""
RepLoudermilk,official,GA,r,House Representative,Barry,Loudermilk,"",""
ScottWalker,campaign,WI,r,Governor,Scott,Walker,"",""
RodBlum,campaign,IA,r,House Representative,Rod,Blum,"",""
RepBradAshford,official,NE,d,House Representative,Brad,Ashford,"",""
RepMikeBishop,official,MI,r,House Representative,Mike,Bishop,"",""
RepKenBuck,official,CO,r,House Representative,Ken,Buck,"",""
repdavetrott,official,MI,r,House Representative,Dave,Trott,"",""
RepRatcliffe,official,TX,r,House Representative,John,Ratcliffe,"",""
RepBost,official,IL,r,House Representative,Mike,Bost,"",""
garretgraves,campaign,LA,r,House Representative,Garret,Graves,"",""
RepKClark,official,MA,d,House Representative,Katherine,Clark,"",""
ReElectCummings,campaign,MD,d,House Representative,Elijah,Cummings,"",""
RepPoliquin,official,ME,r,House Representative,Bruce,Poliquin,"",""
RepLawrence,official,MI,d,House Representative,Brenda,Lawrence,"",""
Levin4Congress,campaign,MI,d,House Representative,Sander,Levin,"""Sandy""",""
RepTomEmmer,official,MN,r,House Representative,Tom,Emmer,"",""
Vote4Cleaver,campaign,MO,d,House Representative,Emanuel,Cleaver,"",""
RepRyanZinke,official,MT,r,House Representative,Ryan,Zinke,"",""
RepAdams,official,NC,d,House Representative,Alma,Adams,"",""
RepMarkWalker,official,NC,r,House Representative,Mark,Walker,"",""
RepDavidRouzer,official,NC,r,House Representative,David,Rouzer,"",""
RepStefanik,official,NY,r,House Representative,Elise,Stefanik,"",""
BruceRauner,campaign,IL,r,Governor,Bruce,Rauner,"",""
GovRauner,official,IL,r,Governor,Bruce,Rauner,"",""
LarryHogan2014,official,MD,r,Governor,Larry,Hogan,"",""
NDGovDalrymple,official,ND,r,Governor,Jack,Dalrymple,"",""
GovRicketts,official,NE,r,Governor,Pete,Ricketts,"",""
SenatorHassan,official,NH,d,Senator,Maggie,Hassan,"",""
GovernorTomWolf,official,PA,d,Governor,Tom,Wolf,"",""
GovRaimondo,official,RI,d,Governor,Gina,Raimondo,"",""
GovMattMead,official,WY,r,Governor,Matt,Mead,"",""
MeadforGovernor,campaign,WY,r,Governor,Matt,Mead,"",""
DentforCongress,campaign,PA,r,House Representative,Charlie,Dent,"",""
PGSittenfeld,personal,OH,d,,P.G.,Sittenfeld,"",""
RepTomMacArthur,official,NJ,r,House Representative,Tom,MacArthur,"",""
RepBWColeman,official,NJ,d,House Representative,Bonnie,Watson Coleman,"",""
Bonnie4Congress,campaign,NJ,d,House Representative,Bonnie,Watson Coleman,"",""
peopleforben,campaign,NM,d,House Representative,Ben,Lujan,Ray,""
RepLeeZeldin,official,NY,r,House Representative,Lee,Zeldin,"",""
RepKathleenRice,official,NY,d,House Representative,Kathleen,Rice,"",""
RepJohnKatko,official,NY,r,House Representative,John,Katko,"",""
latta4congress,campaign,OH,r,House Representative,Bob,Latta,"",""
JimRenacciOH16,campaign,OH,r,House Representative,Jim,Renacci,"",""
Marcy_Kaptur,campaign,OH,d,House Representative,Marcy,Kaptur,"",""
RepRickAllen,official,GA,r,House Representative,Rick,Allen,"",""
RepBuddyCarter,official,GA,r,House Representative,Buddy,Carter,"",""
USRepRussell,official,OK,r,House Representative,Steve,Russell,"",""
repblumenauer,campaign,OR,d,House Representative,Earl,Blumenauer,"",""
Perry4Congress,campaign,PA,r,House Representative,Scott,Perry,"",""
GT_TeamGT,campaign,PA,r,House Representative,Glenn,Thompson,GT,""
RepBrendanBoyle,official,PA,d,House Representative,Brendan,Boyle,"",""
RyanACostello,campaign,PA,r,House Representative,Ryan,Costello,"",""
RepRyanCostello,official,PA,r,House Representative,Ryan,Costello,"",""
RepBrianBabin,official,TX,r,House Representative,Brian,Babin,"",""
hurdonthehill,official,TX,r,House Representative,Will,Hurd,"",""
RepMiaLove,official,UT,r,House Representative,Mia,Love,"",""
RepDaveBrat,official,VA,r,House Representative,Dave,Brat,"",""
RepDonBeyer,official,VA,d,House Representative,Don,Beyer,"",""
RepComstock,official,VA,r,House Representative,Barbara,Comstock,"",""
staceyplaskett,official,VI,d,House Representative,Stacey,Plaskett,"",""
RepNewhouse,official,WA,r,House Representative,Dan,Newhouse,"",""
RepGrothman,official,WI,r,House Representative,Glenn,Grothman,"",""
RepAlexMooney,official,WV,r,House Representative,Alex,Mooney,"",""
RepEvanJenkins,official,WV,r,House Representative,Evan,Jenkins,"",""
TeamMuriel,official,DC,d,Governor,Muriel,Bowser,"",""
USRepGaryPalmer,official,AL,r,House Representative,Gary,Palmer,"",""
RepMcSally,official,AZ,r,House Representative,Martha,McSally,"",""
RepDavidYoung,official,IA,r,House Representative,David,Young,"",""
RepFrenchHill,official,AR,r,House Representative,French,Hill,"",""
RepRodBlum,official,IA,r,House Representative,Rod,Blum,"",""
RepDebDingell,official,MI,d,House Representative,Debbie,Dingell,"",""
abraham_ralph,campaign,LA,r,House Representative,Ralph,Abraham,"",""
NormaJTorres,official,CA,d,House Representative,Norma,Torres,J.,""
SenThomTillis,official,NC,r,Senator,Thom,Tillis,"",""
SenJoniErnst,official,IA,r,Senator,Joni,Ernst,"",""
SteveKnight25,official,CA,r,House Representative,Steve,Knight,"",""
SenDanSullivan,official,AK,r,Senator,Dan,Sullivan,"",""
SenatorRounds,official,SD,r,Senator,Mike,Rounds,"",""
congressmanhice,official,GA,r,House Representative,Jody,Hice,"",""
reppeteaguilar,official,CA,d,House Representative,Pete,Aguilar,"",""
RepRubenGallego,official,AZ,d,House Representative,Ruben,Gallego,"",""
RepTedLieu,official,CA,d,House Representative,Ted,Lieu,"",""
RepGarretGraves,official,LA,r,House Representative,Garret,Graves,"",""
RepDeSaulnier,official,CA,d,House Representative,Mark,DeSaulnier,"",""
RepMarkTakai,official,HI,d,House Representative,Mark,Takai,"",""
RepSamGraves,official,MO,r,House Representative,Sam,Graves,"",""
Ted_Strickland,campaign,OH,d,Senate Candidate,Ted,Strickland,"",""
Boyce4Congress,campaign,MS,r,House Candidate,Boyce,Adams,"",""
samadcockms,campaign,MS,r,House Candidate,Sam,Adcock,"",""
nancyacollins47,official,MS,r,House Candidate,Nancy Adams,Collins,"",""
docholliday4ms1,campaign,MS,r,House Candidate,"Edward Troy ""Doc""",Holliday,"",""
StarnerJones,campaign,MS,r,House Candidate,Starner,Jones,"",""
KellyforMS01,campaign,MS,r,House Candidate,Trent,Kelly,"",""
mills4ms,campaign,MS,r,House Candidate,"Michael P. ""Chip""",Mills,"",Jr.
VoteHenryRoss,campaign,MS,r,House Candidate,Henry,Ross,"",""
Sparks4Congress,campaign,MS,r,House Candidate,Daniel,Sparks,"",""
MikeTagert,campaign,MS,r,House Candidate,Mike,Tagert,"",""
Quentin_W,campaign,MS,r,House Candidate,Quentin,Whitwell,"",""
JoeSestak,campaign,PA,d,Senate Candidate,Joe,Sestak,"",""
JasonKander,campaign,MO,d,Senate Candidate,Jason,Kander,"",""
GovMikeHuckabee,campaign,AR,r,Presidential Candidate,Mike,Huckabee,"",""
DanDonovan_NY,campaign,NY,r,House Representative,Dan,Donovan,"",""
POTUS,official,DC,r,President,Donald,Trump,J.,""
governorpataki,campaign,NY,r,Presidential Candidate,George,Pataki,"",""
DonNorcrossNJ1,official,NJ,d,House Representative,Donald,Norcross,"",""
RepRohrabacher,official,CA,r,House Representative,Dana,Rohrabacher,"",""
realDonaldTrump,personal,"",r,Presidential Candidate,Donald,Trump,J.,""
teammarco,campaign,"",r,,Marco,Rubio,"",""
TheBriefing2016,campaign,"",d,Presidential Candidate,Hillary,Clinton,"",""
DonBacon2016,campaign,NE,r,House Candidate,Don,Bacon,"",""
GaryKiehne,personal,AZ,r,House Candidate,Gary,Kiehne,"",""
ChipMaxwellNE,personal,NE,r,House Candidate,Chip,Maxwell,"",""
SenMarkChelgren,official,IA,r,House Candidate,Mark,Chelgren,"",""
PaulBabeuAZ,personal,AZ,r,House Candidate,Paul,Babeu,"",""
EScottWA,campaign,WA,r,House Candidate,Elizabeth,Scott,,
RobersonForNV,campaign,NV,r,House Candidate,Michael,Roberson,,
MatthewsForNV,campaign,NV,r,House Candidate,Andy,Mathews,"",""
Cleek4Congress,campaign,CA,r,House Candidate,Eugene,Cleek,"",""
Nance2016,campaign,CA,r,House Candidate,Kathryn,Nance,"",""
Vote4Tacherra,campaign,CA,r,House Candidate,Johnny,Tacherra,"",""
KatchoAchadjian,personal,CA,r,House Candidate,Katcho,Achadjian,"",""
JustinFareed,personal,CA,r,House Candidate,Justin,Fareed ,"",""
MattKokkonen,campaign,CA,r,House Candidate,Matt,Kokkonen,,
Rafael4Congress,campaign,CA,r,House Candidate,Rafael,Dagnesses,"",""
SeanFlynnCA,personal,CA,r,House Candidate,Sean ,Flynn,"",""
kealy4congress,campaign,CA,r,House Candidate,Dwight,Kealy ,"",""
DeniseforSD,campaign,CA,r,House Candidate,Denise,Gitsham,"",""
voteatkinson,campaign,CA,r,House Candidate,Jacquie,Atkinson,"",""
ChrisSununu,personal,NH,r,Gubernatorial Candidate,Chris ,Sununu,"",""
gianforte,personal,MT,r,House Representative,Greg,Gianforte,"",""
GregForMontana,campaign,MT,r,House Representative,Greg,Gianforte,"",""
SueEllspermann,official,IN,r,,Sue,Ellspermann,"",""
HolcombForIN,official,IN,r,,Eric,Holcomb,"",""
KatieMcGintyPA,personal,PA,d,Senate Candidate,Katie,McGinty,"",""
JohnFetterman,personal,PA,d,Senate Candidate,John,Fetterman,"",""
BillBryantWA,personal,"",r,Gubernatorial Candidate,Bill,Bryant,"",""
JohnGreggIN,campaign,IN,d,Gubernatorial Candidate,John,Gregg,"",""
GovOfficeNC,official,NC,r,Governor,Pat,McCrory,"",""
Team_McCrory,campaign,NC,d,Governor,Pat,McCrory,"",""
JohnFasoNy,campaign,NY,r,House Representative,John,Faso,,
heaneyny,campaign,NY,r,House Candidate,Andrew,Heaney,,
petecongress16,campaign,IL,r,House Candidate,Pete,DiCianni,,
ToniaKhouri,campaign,IL,r,House Candidate,Tonia,Khouri,,
Harlan4Congress,campaign,IL,r,House Candidate,Patrick,Harlan,,
JasonAllenMI,campaign,MI,r,House Candidate,Jason,Allen,,
senatorjallen,official,MI,r,House Candidate,Jason,Allen,,
Jason2CD,campaign,MN,r,House Representative,Jason,Lewis,,
senjohnhowe,campaign,MN,r,House Candidate,John,Howe,,
DarleneforCD2,campaign,MN,r,House Candidate,Darlene,Miller,,
Gerson4Congress,campaign,MN,r,House Candidate,David,Gerson,,
howeforcongress,campaign,MN,r,House Candidate,John,Howe,,
JonathanChane,campaign,FL,r,House Candidate,Jonathan,Chane,,
BrianMastFL,campaign,FL,r,House Representative,Brian,Mast,,
RickKozellFL,campaign,FL,r,House Candidate,Rick,Kozell,,
RebeccaNegronFL,campaign,FL,r,House Candidate,Rebecca,Negron,,
markfreemanfl,campaign,FL,r,House Candidate,Marc,Freeman,,
Scotttaylorva,campaign,VA,r,House Representative,Scott,Taylor,,
StanCasacio,campaign,PA,r,House Candidate,Stan,Casacio,,
BrianFitzUSA,campaign,PA,r,House Representative,Brian,Fitzpatrick,,
DanPatrick,personal,TX,r,,Dan,Patrick,"",""
phil_oliva,personal,NY,r,House Candidate,Phil,Oliva,"",""
DrDavidDuke,personal,LA,r,Senate Candidate,David,Duke,"",""
jamie_raskin,personal,MD,d,House Representative,Jamie,Raskin,"",""
DrJillStein,personal,"",i,Presidential Candidate,Jill,Stein,"",""
GovMattBevin,official,KY,r,Governor,Matt,Bevin,"",""
JoshGottheimer,campaign,NJ,d,House Representative,Josh,Gottheimer,,
Jim_Banks,campaign,IN,r,House Representative,Jim,Banks,,
Nanette4CA,campaign,CA,d,House Representative,Nanette,Barragán,,
PramilaJayapal,campaign,WA,d,House Representative,Pramila,Jayapal,,
RepJoshG,official,NJ,d,House Representative,Josh,Gottheimer,,
JodeyArrington,campaign,TX,r,House Representative,Jodey,Arrington,,
RepArrington,official,TX,r,House Representative,Jodey,Arrington,,
DonJBacon,campaign,NE,r,House Representative,Don,Bacon,J.,
RepJayapal,official,WA,d,House Representative,Pramila,Jayapal,,
JackBergman_MI1,campaign,MI,r,House Representative,Jack,Bergman,,
andybiggs4az,campaign,AZ,r,House Representative,Andy,Biggs,,
LisaBRochester,campaign,DE,d,House Representative,Lisa,Rochester,Blunt,
AnthonyBrownMD4,campaign,MD,d,House Representative,Anthony,Brown,G.,
buddforcongress,campaign,NC,r,House Representative,Ted,Budd,,
carbajalsalud,campaign,CA,d,House Representative,Salud,Carbajal,,
KYComer,campaign,KY,r,House Representative,James,Comer,,
RepLouCorrea,official,CA,d,House Representative,Lou,Correa,,
voteloucorrea,campaign,CA,d,House Representative,Lou,Correa,,
RepValDemings,official,FL,d,House Representative,Val,Demings,,
val_demings,campaign,FL,d,House Representative,Val,Demings,,
DrNealDunnFL2,official,FL,r,House Representative,Neal,Dunn,,
DunnCampaign,campaign,FL,r,House Representative,Neal,Dunn,,
CongEspaillat,campaign,NY,,House Representative,Adriano,Espaillat,,
RepDwightEvans,official,PA,d,House Representative,Dwight,Evans,,
DwightEvansPA,campaign,PA,d,House Representative,Dwight,Evans,,
RepJohnFaso,official,NY,r,House Representative,John,Faso,,
DrewFergusonGA,campaign,GA,r,House Representative,Drew,Ferguson,,
mattgaetz,campaign,FL,r,House Representative,Matt,Gaetz,,
MikeforWI,campaign,WI,r,House Representative,Mike,Gallagher,,
GarrettforVA,campaign,VA,r,House Representative,Tom,Garrett,,
VoteVicente,campaign,TX,d,House Representative,Vicente,Gonzalez,,
CaptClayHiggins,campaign,LA,r,House Representative,Clay,Higgins,,
RepTrey,official,IN,r,House Representative,Trey,Hollingsworth,,III
VoteForTrey,campaign,IN,r,House Representative,Trey,Hollingsworth,,III
repmikejohnson,campaign,LA,r,House Representative,Mike,Johnson,,
RepRoKhanna,official,CA,d,House Representative,Ro,Khanna,,
RubenKihuen,campaign,NV,d,House Representative,Ruben,Kihuen,J.,
CongressmanRaja,official,IL,d,House Representative,Raja,Krishnamoorthi,,
RajaForCongress,campaign,IL,d,House Representative,Raja,Krishnamoorthi,,
DavidKustoff,campaign,TN,r,House Representative,David,Kustoff,,
RogerMarshallMD,campaign,KS,r,House Representative,Roger,Marshall,,
RepBrianMast,official,FL,r,House Representative,Brian,Mast,,
Donald_McEachin,campaign,VA,d,House Representative,Donald,McEachin,,
PaulMitchell4us,campaign,MI,r,House Representative,Paul,Mitchell,,
SMurphyCongress,campaign,FL,d,House Representative,Stephanie,Murphy,,
RepOHalleran,official,AZ,d,House Representative,Tom,O'Halleran,,
TomOHalleran,campaign,AZ,d,House Representative,Tom,O'Halleran,,
JimmyPanetta,campaign,CA,d,House Representative,Jimmy,Panetta,,
FrancisRooney,campaign,FL,r,House Representative,Francis,Rooney,,
RosenforNevada,campaign,NV,d,Senate Candidate,Jacky,Rosen,,
JRutherfordFL,campaign,FL,r,House Representative,John,Rutherford,,
ElectSmucker,campaign,PA,r,House Representative,Lloyd,Smucker,,
DarrenSoto,campaign,FL,d,House Representative,Darren,Soto,,
Tom_Suozzi,campaign,NY,d,House Representative,Tom,Suozzi,,
SenCortezMasto,official,NV,d,Senator,Catherine,Masto,Cortez,
CatherineForNV,campaign,NV,d,Senator,Catherine,Masto,Cortez,
KamalaHarris,campaign,CA,d,Senator,Kamala,Harris,,
JohnKennedyLA,campaign,LA,r,Senator,John,Kennedy,Neely,
VanHollenForMD,campaign,MD,d,Senator,Chris,Van Hollen,,
TrumpInaugural,official,NY,r,President,Donald,Trump,J.,
VP,official,DC,r,Vice President,Mike,Pence,,
MikeDeWine,campaign,OH,r,State Official,Mike,DeWine,,
OhioAG,official,OH,r,State Official,Mike,DeWine,,
JonHusted,campaign,OH,r,State Official,Jon,Husted,,
OhioSOSHusted,official,OH,r,State Official,Jon,Husted,,
RalphNortham,campaign,VA,d,Gubernatorial Candidate,Ralph,Northam,,
tomperriello,campaign,VA,d,Gubernatorial Candidate,Tom,Perriello,,
Denver4Governor,campaign,VA,r,Gubernatorial Candidate,Denver,Riggleman,,
CoreyStewartVA,campaign,VA,r,Senate Candidate,Corey,Stewart,,
vafrankwagner,campaign,VA,r,Gubernatorial Candidate,Frank,Wagener,,
WHI_HBCUs,official,DC,,Federal Agency,White House,HBCUs,,
PressSec,official,DC,r,Administration Official,Sean,Spicer,,
Spacekatgal,campaign,MA,d,House Candidate,Brianna,Wu,,
KellyannePolls,official,DC,r,Administration Official,Kellyanne,Conway,,
joycekrawiec,campaign,NC,r,State Legislator,Joyce,Krawiec,,
RepCarbajal,official,CA,d,House Representative,Salud,Carbajal,,
AndrewFGrant,personal,CA,r,House Candidate,Andrew,Grant,"",""
JimmyGomezCA,campaign,CA,d,House Representative,Jimmy,Gomez,,
Scaramucci,personal,DC,r,Administration Official,Anthony,Scaramucci,"",""
adamputnam,campaign,FL,d,Gubernatorial Candidate,Adam,Putnam,,
RepDevinNunes,official,CA,r,House Representative,Devin,Nunes,,
DevinGNunes,campaign,CA,r,House Representative,Devin,Nunes,,
UnofficialSK,campaign,CA,r,House Representative,Steve,Knight,,
HandelTeam,campaign,GA,r,House Representative,Karen,Handel,,
WoodallGA,official,GA,r,House Representative,Rob,Woodall,,
